source_counterparty_id,relationship_type,target_id,metric
CP-04344,TransactedWith,CP-04361,104344
CP-04344,UltimateBeneficialOwner,P-00744,1
CP-04345,TransactedWith,CP-04362,104345
CP-04345,UltimateBeneficialOwner,P-00745,1
CP-04346,TransactedWith,CP-04363,104346
CP-04346,UltimateBeneficialOwner,P-00746,1
CP-04347,TransactedWith,CP-04364,104347
CP-04347,UltimateBeneficialOwner,P-00747,1
CP-04348,TransactedWith,CP-04365,104348
CP-04348,UltimateBeneficialOwner,P-00748,1
CP-04349,TransactedWith,CP-04366,104349
CP-04349,UltimateBeneficialOwner,P-00749,1
CP-04350,TransactedWith,CP-04367,104350
CP-04350,UltimateBeneficialOwner,P-00750,1
CP-04351,TransactedWith,CP-04368,104351
CP-04351,UltimateBeneficialOwner,P-00751,1
CP-04352,TransactedWith,CP-04369,104352
CP-04352,UltimateBeneficialOwner,P-00752,1
CP-04353,TransactedWith,CP-04370,104353
CP-04353,UltimateBeneficialOwner,P-00753,1
CP-04354,TransactedWith,CP-04371,104354
CP-04354,UltimateBeneficialOwner,P-00754,1
CP-04355,TransactedWith,CP-04372,104355
CP-04355,UltimateBeneficialOwner,P-00755,1
CP-04356,TransactedWith,CP-04373,104356
CP-04356,UltimateBeneficialOwner,P-00756,1
CP-04357,TransactedWith,CP-04374,104357
CP-04357,UltimateBeneficialOwner,P-00757,1
CP-04358,TransactedWith,CP-04375,104358
CP-04358,UltimateBeneficialOwner,P-00758,1
CP-04359,TransactedWith,CP-04376,104359
CP-04359,UltimateBeneficialOwner,P-00759,1
CP-04360,TransactedWith,CP-04377,104360
CP-04360,UltimateBeneficialOwner,P-00760,1
CP-04361,TransactedWith,CP-04378,104361
CP-04361,UltimateBeneficialOwner,P-00761,1
CP-04362,TransactedWith,CP-04379,104362
CP-04362,UltimateBeneficialOwner,P-00762,1
CP-04363,TransactedWith,CP-04380,104363
CP-04363,UltimateBeneficialOwner,P-00763,1
CP-04364,TransactedWith,CP-04381,104364
CP-04364,UltimateBeneficialOwner,P-00764,1
CP-04365,TransactedWith,CP-04382,104365
CP-04365,UltimateBeneficialOwner,P-00765,1
CP-04366,TransactedWith,CP-04383,104366
CP-04366,UltimateBeneficialOwner,P-00766,1
CP-04367,TransactedWith,CP-04384,104367
CP-04367,UltimateBeneficialOwner,P-00767,1
CP-04368,TransactedWith,CP-04385,104368
CP-04368,UltimateBeneficialOwner,P-00768,1
CP-04369,TransactedWith,CP-04386,104369
CP-04369,UltimateBeneficialOwner,P-00769,1
CP-04370,TransactedWith,CP-04387,104370
CP-04370,UltimateBeneficialOwner,P-00770,1
CP-04371,TransactedWith,CP-04388,104371
CP-04371,UltimateBeneficialOwner,P-00771,1
CP-04372,TransactedWith,CP-04389,104372
CP-04372,UltimateBeneficialOwner,P-00772,1
CP-04373,TransactedWith,CP-04390,104373
CP-04373,UltimateBeneficialOwner,P-00773,1
CP-04374,TransactedWith,CP-04391,104374
CP-04374,UltimateBeneficialOwner,P-00774,1
CP-04375,TransactedWith,CP-04392,104375
CP-04375,UltimateBeneficialOwner,P-00775,1
CP-04376,TransactedWith,CP-04393,104376
CP-04376,UltimateBeneficialOwner,P-00776,1
CP-04377,TransactedWith,CP-04394,104377
CP-04377,UltimateBeneficialOwner,P-00777,1
CP-04378,TransactedWith,CP-04395,104378
CP-04378,UltimateBeneficialOwner,P-00778,1
CP-04379,TransactedWith,CP-04396,104379
CP-04379,UltimateBeneficialOwner,P-00779,1
CP-04380,TransactedWith,CP-04397,104380
CP-04380,UltimateBeneficialOwner,P-00780,1
CP-04381,TransactedWith,CP-04398,104381
CP-04381,UltimateBeneficialOwner,P-00781,1
CP-04382,TransactedWith,CP-04399,104382
CP-04382,UltimateBeneficialOwner,P-00782,1
CP-04383,TransactedWith,CP-04400,104383
CP-04383,UltimateBeneficialOwner,P-00783,1
CP-04384,TransactedWith,CP-04401,104384
CP-04384,UltimateBeneficialOwner,P-00784,1
CP-04385,TransactedWith,CP-04402,104385
CP-04385,UltimateBeneficialOwner,P-00785,1
CP-04386,TransactedWith,CP-04403,104386
CP-04386,UltimateBeneficialOwner,P-00786,1
CP-04387,TransactedWith,CP-04404,104387
CP-04387,UltimateBeneficialOwner,P-00787,1
CP-04388,TransactedWith,CP-04405,104388
CP-04388,UltimateBeneficialOwner,P-00788,1
CP-04389,TransactedWith,CP-04406,104389
CP-04389,UltimateBeneficialOwner,P-00789,1
CP-04390,TransactedWith,CP-04407,104390
CP-04390,UltimateBeneficialOwner,P-00790,1
CP-04391,TransactedWith,CP-04408,104391
CP-04391,UltimateBeneficialOwner,P-00791,1
CP-04392,TransactedWith,CP-04409,104392
CP-04392,UltimateBeneficialOwner,P-00792,1
CP-04393,TransactedWith,CP-04410,104393
CP-04393,UltimateBeneficialOwner,P-00793,1
CP-04394,TransactedWith,CP-04411,104394
CP-04394,UltimateBeneficialOwner,P-00794,1
CP-04395,TransactedWith,CP-04412,104395
CP-04395,UltimateBeneficialOwner,P-00795,1
CP-04396,TransactedWith,CP-04413,104396
CP-04396,UltimateBeneficialOwner,P-00796,1
CP-04397,TransactedWith,CP-04414,104397
CP-04397,UltimateBeneficialOwner,P-00797,1
CP-04398,TransactedWith,CP-04415,104398
CP-04398,UltimateBeneficialOwner,P-00798,1
CP-04399,TransactedWith,CP-04416,104399
CP-04399,UltimateBeneficialOwner,P-00799,1
CP-04400,TransactedWith,CP-04417,104400
CP-04400,UltimateBeneficialOwner,P-00800,1
CP-04401,TransactedWith,CP-04418,104401
CP-04401,UltimateBeneficialOwner,P-00801,1
CP-04402,TransactedWith,CP-04419,104402
CP-04402,UltimateBeneficialOwner,P-00802,1
CP-04403,TransactedWith,CP-04420,104403
CP-04403,UltimateBeneficialOwner,P-00803,1
CP-04404,TransactedWith,CP-04421,104404
CP-04404,UltimateBeneficialOwner,P-00804,1
CP-04405,TransactedWith,CP-04422,104405
CP-04405,UltimateBeneficialOwner,P-00805,1
CP-04406,TransactedWith,CP-04423,104406
CP-04406,UltimateBeneficialOwner,P-00806,1
CP-04407,TransactedWith,CP-04424,104407
CP-04407,UltimateBeneficialOwner,P-00807,1
CP-04408,TransactedWith,CP-04425,104408
CP-04408,UltimateBeneficialOwner,P-00808,1
CP-04409,TransactedWith,CP-04426,104409
CP-04409,UltimateBeneficialOwner,P-00809,1
CP-04410,TransactedWith,CP-04427,104410
CP-04410,UltimateBeneficialOwner,P-00810,1
CP-04411,TransactedWith,CP-04428,104411
CP-04411,UltimateBeneficialOwner,P-00811,1
CP-04412,TransactedWith,CP-04429,104412
CP-04412,UltimateBeneficialOwner,P-00812,1
CP-04413,TransactedWith,CP-04430,104413
CP-04413,UltimateBeneficialOwner,P-00813,1
CP-04414,TransactedWith,CP-04431,104414
CP-04414,UltimateBeneficialOwner,P-00814,1
CP-04415,TransactedWith,CP-04432,104415
CP-04415,UltimateBeneficialOwner,P-00815,1
CP-04416,TransactedWith,CP-04433,104416
CP-04416,UltimateBeneficialOwner,P-00816,1
CP-04417,TransactedWith,CP-04434,104417
CP-04417,UltimateBeneficialOwner,P-00817,1
CP-04418,TransactedWith,CP-04435,104418
CP-04418,UltimateBeneficialOwner,P-00818,1
CP-04419,TransactedWith,CP-04436,104419
CP-04419,UltimateBeneficialOwner,P-00819,1
CP-04420,TransactedWith,CP-04437,104420
CP-04420,UltimateBeneficialOwner,P-00820,1
CP-04421,TransactedWith,CP-04438,104421
CP-04421,UltimateBeneficialOwner,P-00821,1
CP-04422,TransactedWith,CP-04439,104422
CP-04422,UltimateBeneficialOwner,P-00822,1
CP-04423,TransactedWith,CP-04440,104423
CP-04423,UltimateBeneficialOwner,P-00823,1
CP-04424,TransactedWith,CP-04441,104424
CP-04424,UltimateBeneficialOwner,P-00824,1
CP-04425,TransactedWith,CP-04442,104425
CP-04425,UltimateBeneficialOwner,P-00825,1
CP-04426,TransactedWith,CP-04443,104426
CP-04426,UltimateBeneficialOwner,P-00826,1
CP-04427,TransactedWith,CP-04444,104427
CP-04427,UltimateBeneficialOwner,P-00827,1
CP-04428,TransactedWith,CP-04445,104428
CP-04428,UltimateBeneficialOwner,P-00828,1
CP-04429,TransactedWith,CP-04446,104429
CP-04429,UltimateBeneficialOwner,P-00829,1
CP-04430,TransactedWith,CP-04447,104430
CP-04430,UltimateBeneficialOwner,P-00830,1
CP-04431,TransactedWith,CP-04448,104431
CP-04431,UltimateBeneficialOwner,P-00831,1
CP-04432,TransactedWith,CP-04449,104432
CP-04432,UltimateBeneficialOwner,P-00832,1
CP-04433,TransactedWith,CP-04450,104433
CP-04433,UltimateBeneficialOwner,P-00833,1
CP-04434,TransactedWith,CP-04451,104434
CP-04434,UltimateBeneficialOwner,P-00834,1
CP-04435,TransactedWith,CP-04452,104435
CP-04435,UltimateBeneficialOwner,P-00835,1
CP-04436,TransactedWith,CP-04453,104436
CP-04436,UltimateBeneficialOwner,P-00836,1
CP-04437,TransactedWith,CP-04454,104437
CP-04437,UltimateBeneficialOwner,P-00837,1
CP-04438,TransactedWith,CP-04455,104438
CP-04438,UltimateBeneficialOwner,P-00838,1
CP-04439,TransactedWith,CP-04456,104439
CP-04439,UltimateBeneficialOwner,P-00839,1
CP-04440,TransactedWith,CP-04457,104440
CP-04440,UltimateBeneficialOwner,P-00840,1
CP-04441,TransactedWith,CP-04458,104441
CP-04441,UltimateBeneficialOwner,P-00841,1
CP-04442,TransactedWith,CP-04459,104442
CP-04442,UltimateBeneficialOwner,P-00842,1
CP-04443,TransactedWith,CP-04460,104443
CP-04443,UltimateBeneficialOwner,P-00843,1
CP-04444,TransactedWith,CP-04461,104444
CP-04444,UltimateBeneficialOwner,P-00844,1
CP-04445,TransactedWith,CP-04462,104445
CP-04445,UltimateBeneficialOwner,P-00845,1
CP-04446,TransactedWith,CP-04463,104446
CP-04446,UltimateBeneficialOwner,P-00846,1
CP-04447,TransactedWith,CP-04464,104447
CP-04447,UltimateBeneficialOwner,P-00847,1
CP-04448,TransactedWith,CP-04465,104448
CP-04448,UltimateBeneficialOwner,P-00848,1
CP-04449,TransactedWith,CP-04466,104449
CP-04449,UltimateBeneficialOwner,P-00849,1
CP-04450,TransactedWith,CP-04467,104450
CP-04450,UltimateBeneficialOwner,P-00850,1
CP-04451,TransactedWith,CP-04468,104451
CP-04451,UltimateBeneficialOwner,P-00851,1
CP-04452,TransactedWith,CP-04469,104452
CP-04452,UltimateBeneficialOwner,P-00852,1
CP-04453,TransactedWith,CP-04470,104453
CP-04453,UltimateBeneficialOwner,P-00853,1
CP-04454,TransactedWith,CP-04471,104454
CP-04454,UltimateBeneficialOwner,P-00854,1
CP-04455,TransactedWith,CP-04472,104455
CP-04455,UltimateBeneficialOwner,P-00855,1
CP-04456,TransactedWith,CP-04473,104456
CP-04456,UltimateBeneficialOwner,P-00856,1
CP-04457,TransactedWith,CP-04474,104457
CP-04457,UltimateBeneficialOwner,P-00857,1
CP-04458,TransactedWith,CP-04475,104458
CP-04458,UltimateBeneficialOwner,P-00858,1
CP-04459,TransactedWith,CP-04476,104459
CP-04459,UltimateBeneficialOwner,P-00859,1
CP-04460,TransactedWith,CP-04477,104460
CP-04460,UltimateBeneficialOwner,P-00860,1
CP-04461,TransactedWith,CP-04478,104461
CP-04461,UltimateBeneficialOwner,P-00861,1
CP-04462,TransactedWith,CP-04479,104462
CP-04462,UltimateBeneficialOwner,P-00862,1
CP-04463,TransactedWith,CP-04480,104463
CP-04463,UltimateBeneficialOwner,P-00863,1
CP-04464,TransactedWith,CP-04481,104464
CP-04464,UltimateBeneficialOwner,P-00864,1
CP-04465,TransactedWith,CP-04482,104465
CP-04465,UltimateBeneficialOwner,P-00865,1
CP-04466,TransactedWith,CP-04483,104466
CP-04466,UltimateBeneficialOwner,P-00866,1
CP-04467,TransactedWith,CP-04484,104467
CP-04467,UltimateBeneficialOwner,P-00867,1
CP-04468,TransactedWith,CP-04485,104468
CP-04468,UltimateBeneficialOwner,P-00868,1
CP-04469,TransactedWith,CP-04486,104469
CP-04469,UltimateBeneficialOwner,P-00869,1
CP-04470,TransactedWith,CP-04487,104470
CP-04470,UltimateBeneficialOwner,P-00870,1
CP-04471,TransactedWith,CP-04488,104471
CP-04471,UltimateBeneficialOwner,P-00871,1
CP-04472,TransactedWith,CP-04489,104472
CP-04472,UltimateBeneficialOwner,P-00872,1
CP-04473,TransactedWith,CP-04490,104473
CP-04473,UltimateBeneficialOwner,P-00873,1
CP-04474,TransactedWith,CP-04491,104474
CP-04474,UltimateBeneficialOwner,P-00874,1
CP-04475,TransactedWith,CP-04492,104475
CP-04475,UltimateBeneficialOwner,P-00875,1
CP-04476,TransactedWith,CP-04493,104476
CP-04476,UltimateBeneficialOwner,P-00876,1
CP-04477,TransactedWith,CP-04494,104477
CP-04477,UltimateBeneficialOwner,P-00877,1
CP-04478,TransactedWith,CP-04495,104478
CP-04478,UltimateBeneficialOwner,P-00878,1
CP-04479,TransactedWith,CP-04496,104479
CP-04479,UltimateBeneficialOwner,P-00879,1
CP-04480,TransactedWith,CP-04497,104480
CP-04480,UltimateBeneficialOwner,P-00880,1
CP-04481,TransactedWith,CP-04498,104481
CP-04481,UltimateBeneficialOwner,P-00881,1
CP-04482,TransactedWith,CP-04499,104482
CP-04482,UltimateBeneficialOwner,P-00882,1
CP-04483,TransactedWith,CP-04500,104483
CP-04483,UltimateBeneficialOwner,P-00883,1
CP-04484,TransactedWith,CP-04501,104484
CP-04484,UltimateBeneficialOwner,P-00884,1
CP-04485,TransactedWith,CP-04502,104485
CP-04485,UltimateBeneficialOwner,P-00885,1
CP-04486,TransactedWith,CP-04503,104486
CP-04486,UltimateBeneficialOwner,P-00886,1
CP-04487,TransactedWith,CP-04504,104487
CP-04487,UltimateBeneficialOwner,P-00887,1
CP-04488,TransactedWith,CP-04505,104488
CP-04488,UltimateBeneficialOwner,P-00888,1
CP-04489,TransactedWith,CP-04506,104489
CP-04489,UltimateBeneficialOwner,P-00889,1
CP-04490,TransactedWith,CP-04507,104490
CP-04490,UltimateBeneficialOwner,P-00890,1
CP-04491,TransactedWith,CP-04508,104491
CP-04491,UltimateBeneficialOwner,P-00891,1
CP-04492,TransactedWith,CP-04509,104492
CP-04492,UltimateBeneficialOwner,P-00892,1
CP-04493,TransactedWith,CP-04510,104493
CP-04493,UltimateBeneficialOwner,P-00893,1
CP-04494,TransactedWith,CP-04511,104494
CP-04494,UltimateBeneficialOwner,P-00894,1
CP-04495,TransactedWith,CP-04512,104495
CP-04495,UltimateBeneficialOwner,P-00895,1
CP-04496,TransactedWith,CP-04513,104496
CP-04496,UltimateBeneficialOwner,P-00896,1
CP-04497,TransactedWith,CP-04514,104497
CP-04497,UltimateBeneficialOwner,P-00897,1
CP-04498,TransactedWith,CP-04515,104498
CP-04498,UltimateBeneficialOwner,P-00898,1
CP-04499,TransactedWith,CP-04516,104499
CP-04499,UltimateBeneficialOwner,P-00899,1
CP-04500,TransactedWith,CP-04517,104500
CP-04500,UltimateBeneficialOwner,P-00900,1
CP-04501,TransactedWith,CP-04518,104501
CP-04501,UltimateBeneficialOwner,P-00901,1
CP-04502,TransactedWith,CP-04519,104502
CP-04502,UltimateBeneficialOwner,P-00902,1
CP-04503,TransactedWith,CP-04520,104503
CP-04503,UltimateBeneficialOwner,P-00903,1
CP-04504,TransactedWith,CP-04521,104504
CP-04504,UltimateBeneficialOwner,P-00904,1
CP-04505,TransactedWith,CP-04522,104505
CP-04505,UltimateBeneficialOwner,P-00905,1
CP-04506,TransactedWith,CP-04523,104506
CP-04506,UltimateBeneficialOwner,P-00906,1
CP-04507,TransactedWith,CP-04524,104507
CP-04507,UltimateBeneficialOwner,P-00907,1
CP-04508,TransactedWith,CP-04525,104508
CP-04508,UltimateBeneficialOwner,P-00908,1
CP-04509,TransactedWith,CP-04526,104509
CP-04509,UltimateBeneficialOwner,P-00909,1
CP-04510,TransactedWith,CP-04527,104510
CP-04510,UltimateBeneficialOwner,P-00910,1
CP-04511,TransactedWith,CP-04528,104511
CP-04511,UltimateBeneficialOwner,P-00911,1
CP-04512,TransactedWith,CP-04529,104512
CP-04512,UltimateBeneficialOwner,P-00912,1
CP-04513,TransactedWith,CP-04530,104513
CP-04513,UltimateBeneficialOwner,P-00913,1
CP-04514,TransactedWith,CP-04531,104514
CP-04514,UltimateBeneficialOwner,P-00914,1
CP-04515,TransactedWith,CP-04532,104515
CP-04515,UltimateBeneficialOwner,P-00915,1
CP-04516,TransactedWith,CP-04533,104516
CP-04516,UltimateBeneficialOwner,P-00916,1
CP-04517,TransactedWith,CP-04534,104517
CP-04517,UltimateBeneficialOwner,P-00917,1
CP-04518,TransactedWith,CP-04535,104518
CP-04518,UltimateBeneficialOwner,P-00918,1
CP-04519,TransactedWith,CP-04536,104519
CP-04519,UltimateBeneficialOwner,P-00919,1
CP-04520,TransactedWith,CP-04537,104520
CP-04520,UltimateBeneficialOwner,P-00920,1
CP-04521,TransactedWith,CP-04538,104521
CP-04521,UltimateBeneficialOwner,P-00921,1
CP-04522,TransactedWith,CP-04539,104522
CP-04522,UltimateBeneficialOwner,P-00922,1
CP-04523,TransactedWith,CP-04540,104523
CP-04523,UltimateBeneficialOwner,P-00923,1
CP-04524,TransactedWith,CP-04541,104524
CP-04524,UltimateBeneficialOwner,P-00924,1
CP-04525,TransactedWith,CP-04542,104525
CP-04525,UltimateBeneficialOwner,P-00925,1
CP-04526,TransactedWith,CP-04543,104526
CP-04526,UltimateBeneficialOwner,P-00926,1
CP-04527,TransactedWith,CP-04544,104527
CP-04527,UltimateBeneficialOwner,P-00927,1
CP-04528,TransactedWith,CP-04545,104528
CP-04528,UltimateBeneficialOwner,P-00928,1
CP-04529,TransactedWith,CP-04546,104529
CP-04529,UltimateBeneficialOwner,P-00929,1
CP-04530,TransactedWith,CP-04547,104530
CP-04530,UltimateBeneficialOwner,P-00930,1
CP-04531,TransactedWith,CP-04548,104531
CP-04531,UltimateBeneficialOwner,P-00931,1
CP-04532,TransactedWith,CP-04549,104532
CP-04532,UltimateBeneficialOwner,P-00932,1
CP-04533,TransactedWith,CP-04550,104533
CP-04533,UltimateBeneficialOwner,P-00933,1
CP-04534,TransactedWith,CP-04551,104534
CP-04534,UltimateBeneficialOwner,P-00934,1
CP-04535,TransactedWith,CP-04552,104535
CP-04535,UltimateBeneficialOwner,P-00935,1
CP-04536,TransactedWith,CP-04553,104536
CP-04536,UltimateBeneficialOwner,P-00936,1
CP-04537,TransactedWith,CP-04554,104537
CP-04537,UltimateBeneficialOwner,P-00937,1
CP-04538,TransactedWith,CP-04555,104538
CP-04538,UltimateBeneficialOwner,P-00938,1
CP-04539,TransactedWith,CP-04556,104539
CP-04539,UltimateBeneficialOwner,P-00939,1
CP-04540,TransactedWith,CP-04557,104540
CP-04540,UltimateBeneficialOwner,P-00940,1
CP-04541,TransactedWith,CP-04558,104541
CP-04541,UltimateBeneficialOwner,P-00941,1
CP-04542,TransactedWith,CP-04559,104542
CP-04542,UltimateBeneficialOwner,P-00942,1
CP-04543,TransactedWith,CP-04560,104543
CP-04543,UltimateBeneficialOwner,P-00943,1
CP-04544,TransactedWith,CP-04561,104544
CP-04544,UltimateBeneficialOwner,P-00944,1
CP-04545,TransactedWith,CP-04562,104545
CP-04545,UltimateBeneficialOwner,P-00945,1
CP-04546,TransactedWith,CP-04563,104546
CP-04546,UltimateBeneficialOwner,P-00946,1
CP-04547,TransactedWith,CP-04564,104547
CP-04547,UltimateBeneficialOwner,P-00947,1
CP-04548,TransactedWith,CP-04565,104548
CP-04548,UltimateBeneficialOwner,P-00948,1
CP-04549,TransactedWith,CP-04566,104549
CP-04549,UltimateBeneficialOwner,P-00949,1
CP-04550,TransactedWith,CP-04567,104550
CP-04550,UltimateBeneficialOwner,P-00950,1
CP-04551,TransactedWith,CP-04568,104551
CP-04551,UltimateBeneficialOwner,P-00951,1
CP-04552,TransactedWith,CP-04569,104552
CP-04552,UltimateBeneficialOwner,P-00952,1
CP-04553,TransactedWith,CP-04570,104553
CP-04553,UltimateBeneficialOwner,P-00953,1
CP-04554,TransactedWith,CP-04571,104554
CP-04554,UltimateBeneficialOwner,P-00954,1
CP-04555,TransactedWith,CP-04572,104555
CP-04555,UltimateBeneficialOwner,P-00955,1
CP-04556,TransactedWith,CP-04573,104556
CP-04556,UltimateBeneficialOwner,P-00956,1
CP-04557,TransactedWith,CP-04574,104557
CP-04557,UltimateBeneficialOwner,P-00957,1
CP-04558,TransactedWith,CP-04575,104558
CP-04558,UltimateBeneficialOwner,P-00958,1
CP-04559,TransactedWith,CP-04576,104559
CP-04559,UltimateBeneficialOwner,P-00959,1
CP-04560,TransactedWith,CP-04577,104560
CP-04560,UltimateBeneficialOwner,P-00960,1
CP-04561,TransactedWith,CP-04578,104561
CP-04561,UltimateBeneficialOwner,P-00961,1
CP-04562,TransactedWith,CP-04579,104562
CP-04562,UltimateBeneficialOwner,P-00962,1
CP-04563,TransactedWith,CP-04580,104563
CP-04563,UltimateBeneficialOwner,P-00963,1
CP-04564,TransactedWith,CP-04581,104564
CP-04564,UltimateBeneficialOwner,P-00964,1
CP-04565,TransactedWith,CP-04582,104565
CP-04565,UltimateBeneficialOwner,P-00965,1
CP-04566,TransactedWith,CP-04583,104566
CP-04566,UltimateBeneficialOwner,P-00966,1
CP-04567,TransactedWith,CP-04584,104567
CP-04567,UltimateBeneficialOwner,P-00967,1
CP-04568,TransactedWith,CP-04585,104568
CP-04568,UltimateBeneficialOwner,P-00968,1
CP-04569,TransactedWith,CP-04586,104569
CP-04569,UltimateBeneficialOwner,P-00969,1
CP-04570,TransactedWith,CP-04587,104570
CP-04570,UltimateBeneficialOwner,P-00970,1
CP-04571,TransactedWith,CP-04588,104571
CP-04571,UltimateBeneficialOwner,P-00971,1
CP-04572,TransactedWith,CP-04589,104572
CP-04572,UltimateBeneficialOwner,P-00972,1
CP-04573,TransactedWith,CP-04590,104573
CP-04573,UltimateBeneficialOwner,P-00973,1
CP-04574,TransactedWith,CP-04591,104574
CP-04574,UltimateBeneficialOwner,P-00974,1
CP-04575,TransactedWith,CP-04592,104575
CP-04575,UltimateBeneficialOwner,P-00975,1
CP-04576,TransactedWith,CP-04593,104576
CP-04576,UltimateBeneficialOwner,P-00976,1
CP-04577,TransactedWith,CP-04594,104577
CP-04577,UltimateBeneficialOwner,P-00977,1
CP-04578,TransactedWith,CP-04595,104578
CP-04578,UltimateBeneficialOwner,P-00978,1
CP-04579,TransactedWith,CP-04596,104579
CP-04579,UltimateBeneficialOwner,P-00979,1
CP-04580,TransactedWith,CP-04597,104580
CP-04580,UltimateBeneficialOwner,P-00980,1
CP-04581,TransactedWith,CP-04598,104581
CP-04581,UltimateBeneficialOwner,P-00981,1
CP-04582,TransactedWith,CP-04599,104582
CP-04582,UltimateBeneficialOwner,P-00982,1
CP-04583,TransactedWith,CP-04600,104583
CP-04583,UltimateBeneficialOwner,P-00983,1
CP-04584,TransactedWith,CP-04601,104584
CP-04584,UltimateBeneficialOwner,P-00984,1
CP-04585,TransactedWith,CP-04602,104585
CP-04585,UltimateBeneficialOwner,P-00985,1
CP-04586,TransactedWith,CP-04603,104586
CP-04586,UltimateBeneficialOwner,P-00986,1
CP-04587,TransactedWith,CP-04604,104587
CP-04587,UltimateBeneficialOwner,P-00987,1
CP-04588,TransactedWith,CP-04605,104588
CP-04588,UltimateBeneficialOwner,P-00988,1
CP-04589,TransactedWith,CP-04606,104589
CP-04589,UltimateBeneficialOwner,P-00989,1
CP-04590,TransactedWith,CP-04607,104590
CP-04590,UltimateBeneficialOwner,P-00990,1
CP-04591,TransactedWith,CP-04608,104591
CP-04591,UltimateBeneficialOwner,P-00991,1
CP-04592,TransactedWith,CP-04609,104592
CP-04592,UltimateBeneficialOwner,P-00992,1
CP-04593,TransactedWith,CP-04610,104593
CP-04593,UltimateBeneficialOwner,P-00993,1
CP-04594,TransactedWith,CP-04611,104594
CP-04594,UltimateBeneficialOwner,P-00994,1
CP-04595,TransactedWith,CP-04612,104595
CP-04595,UltimateBeneficialOwner,P-00995,1
CP-04596,TransactedWith,CP-04613,104596
CP-04596,UltimateBeneficialOwner,P-00996,1
CP-04597,TransactedWith,CP-04614,104597
CP-04597,UltimateBeneficialOwner,P-00997,1
CP-04598,TransactedWith,CP-04615,104598
CP-04598,UltimateBeneficialOwner,P-00998,1
CP-04599,TransactedWith,CP-04616,104599
CP-04599,UltimateBeneficialOwner,P-00999,1
CP-04600,TransactedWith,CP-04617,104600
CP-04600,UltimateBeneficialOwner,P-01000,1
CP-04601,TransactedWith,CP-04618,104601
CP-04601,UltimateBeneficialOwner,P-01001,1
CP-04602,TransactedWith,CP-04619,104602
CP-04602,UltimateBeneficialOwner,P-01002,1
CP-04603,TransactedWith,CP-04620,104603
CP-04603,UltimateBeneficialOwner,P-01003,1
CP-04604,TransactedWith,CP-04621,104604
CP-04604,UltimateBeneficialOwner,P-01004,1
CP-04605,TransactedWith,CP-04622,104605
CP-04605,UltimateBeneficialOwner,P-01005,1
CP-04606,TransactedWith,CP-04623,104606
CP-04606,UltimateBeneficialOwner,P-01006,1
CP-04607,TransactedWith,CP-04624,104607
CP-04607,UltimateBeneficialOwner,P-01007,1
CP-04608,TransactedWith,CP-04625,104608
CP-04608,UltimateBeneficialOwner,P-01008,1
CP-04609,TransactedWith,CP-04626,104609
CP-04609,UltimateBeneficialOwner,P-01009,1
CP-04610,TransactedWith,CP-04627,104610
CP-04610,UltimateBeneficialOwner,P-01010,1
CP-04611,TransactedWith,CP-04628,104611
CP-04611,UltimateBeneficialOwner,P-01011,1
CP-04612,TransactedWith,CP-04629,104612
CP-04612,UltimateBeneficialOwner,P-01012,1
CP-04613,TransactedWith,CP-04630,104613
CP-04613,UltimateBeneficialOwner,P-01013,1
CP-04614,TransactedWith,CP-04631,104614
CP-04614,UltimateBeneficialOwner,P-01014,1
CP-04615,TransactedWith,CP-04632,104615
CP-04615,UltimateBeneficialOwner,P-01015,1
CP-04616,TransactedWith,CP-04633,104616
CP-04616,UltimateBeneficialOwner,P-01016,1
CP-04617,TransactedWith,CP-04634,104617
CP-04617,UltimateBeneficialOwner,P-01017,1
CP-04618,TransactedWith,CP-04635,104618
CP-04618,UltimateBeneficialOwner,P-01018,1
CP-04619,TransactedWith,CP-04636,104619
CP-04619,UltimateBeneficialOwner,P-01019,1
CP-04620,TransactedWith,CP-04637,104620
CP-04620,UltimateBeneficialOwner,P-01020,1
CP-04621,TransactedWith,CP-04638,104621
CP-04621,UltimateBeneficialOwner,P-01021,1
CP-04622,TransactedWith,CP-04639,104622
CP-04622,UltimateBeneficialOwner,P-01022,1
CP-04623,TransactedWith,CP-04640,104623
CP-04623,UltimateBeneficialOwner,P-01023,1
CP-04624,TransactedWith,CP-04641,104624
CP-04624,UltimateBeneficialOwner,P-01024,1
CP-04625,TransactedWith,CP-04642,104625
CP-04625,UltimateBeneficialOwner,P-01025,1
CP-04626,TransactedWith,CP-04643,104626
CP-04626,UltimateBeneficialOwner,P-01026,1
CP-04627,TransactedWith,CP-04644,104627
CP-04627,UltimateBeneficialOwner,P-01027,1
CP-04628,TransactedWith,CP-04645,104628
CP-04628,UltimateBeneficialOwner,P-01028,1
CP-04629,TransactedWith,CP-04646,104629
CP-04629,UltimateBeneficialOwner,P-01029,1
CP-04630,TransactedWith,CP-04647,104630
CP-04630,UltimateBeneficialOwner,P-01030,1
CP-04631,TransactedWith,CP-04648,104631
CP-04631,UltimateBeneficialOwner,P-01031,1
CP-04632,TransactedWith,CP-04649,104632
CP-04632,UltimateBeneficialOwner,P-01032,1
CP-04633,TransactedWith,CP-04650,104633
CP-04633,UltimateBeneficialOwner,P-01033,1
CP-04634,TransactedWith,CP-04651,104634
CP-04634,UltimateBeneficialOwner,P-01034,1
