counterparty_id,legal_name,jurisdiction,risk_rating,last_kyc_refresh,sanctions_hits,ubo_count,aip_grounded_risk_summary
CP-03478,Counterparty 03478 Holdings,AE,high,2025-10-20,0,3,"Grounded summary for CP-03478: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03479,Counterparty 03479 Holdings,SG,medium,2025-10-19,0,4,"Grounded summary for CP-03479: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03480,Counterparty 03480 Holdings,US,low,2025-10-18,0,1,"Grounded summary for CP-03480: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03481,Counterparty 03481 Holdings,GB,critical,2025-10-17,0,2,"Grounded summary for CP-03481: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03482,Counterparty 03482 Holdings,KY,high,2025-10-16,0,3,"Grounded summary for CP-03482: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03483,Counterparty 03483 Holdings,DE,medium,2025-10-15,0,4,"Grounded summary for CP-03483: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03484,Counterparty 03484 Holdings,AE,low,2025-10-14,0,1,"Grounded summary for CP-03484: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03485,Counterparty 03485 Holdings,SG,critical,2025-10-13,0,2,"Grounded summary for CP-03485: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03486,Counterparty 03486 Holdings,US,high,2025-10-12,0,3,"Grounded summary for CP-03486: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03487,Counterparty 03487 Holdings,GB,medium,2025-10-11,0,4,"Grounded summary for CP-03487: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03488,Counterparty 03488 Holdings,KY,low,2025-10-10,0,1,"Grounded summary for CP-03488: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03489,Counterparty 03489 Holdings,DE,critical,2025-10-09,0,2,"Grounded summary for CP-03489: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03490,Counterparty 03490 Holdings,AE,high,2025-10-08,0,3,"Grounded summary for CP-03490: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03491,Counterparty 03491 Holdings,SG,medium,2025-10-07,0,4,"Grounded summary for CP-03491: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03492,Counterparty 03492 Holdings,US,low,2025-10-06,0,1,"Grounded summary for CP-03492: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03493,Counterparty 03493 Holdings,GB,critical,2025-10-05,0,2,"Grounded summary for CP-03493: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03494,Counterparty 03494 Holdings,KY,high,2025-10-04,0,3,"Grounded summary for CP-03494: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03495,Counterparty 03495 Holdings,DE,medium,2025-10-03,0,4,"Grounded summary for CP-03495: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03496,Counterparty 03496 Holdings,AE,low,2025-10-02,0,1,"Grounded summary for CP-03496: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03497,Counterparty 03497 Holdings,SG,critical,2025-10-01,0,2,"Grounded summary for CP-03497: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03498,Counterparty 03498 Holdings,US,high,2025-09-30,0,3,"Grounded summary for CP-03498: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03499,Counterparty 03499 Holdings,GB,medium,2025-09-29,0,4,"Grounded summary for CP-03499: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03500,Counterparty 03500 Holdings,KY,low,2025-09-28,0,1,"Grounded summary for CP-03500: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03501,Counterparty 03501 Holdings,DE,critical,2025-09-27,0,2,"Grounded summary for CP-03501: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03502,Counterparty 03502 Holdings,AE,high,2025-09-26,0,3,"Grounded summary for CP-03502: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03503,Counterparty 03503 Holdings,SG,medium,2025-09-25,0,4,"Grounded summary for CP-03503: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03504,Counterparty 03504 Holdings,US,low,2025-09-24,0,1,"Grounded summary for CP-03504: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03505,Counterparty 03505 Holdings,GB,critical,2025-09-23,0,2,"Grounded summary for CP-03505: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03506,Counterparty 03506 Holdings,KY,high,2025-09-22,0,3,"Grounded summary for CP-03506: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03507,Counterparty 03507 Holdings,DE,medium,2025-09-21,0,4,"Grounded summary for CP-03507: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03508,Counterparty 03508 Holdings,AE,low,2025-09-20,0,1,"Grounded summary for CP-03508: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03509,Counterparty 03509 Holdings,SG,critical,2025-09-19,0,2,"Grounded summary for CP-03509: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03510,Counterparty 03510 Holdings,US,high,2025-09-18,0,3,"Grounded summary for CP-03510: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03511,Counterparty 03511 Holdings,GB,medium,2025-09-17,0,4,"Grounded summary for CP-03511: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03512,Counterparty 03512 Holdings,KY,low,2025-09-16,0,1,"Grounded summary for CP-03512: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03513,Counterparty 03513 Holdings,DE,critical,2025-09-15,0,2,"Grounded summary for CP-03513: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03514,Counterparty 03514 Holdings,AE,high,2025-09-14,0,3,"Grounded summary for CP-03514: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03515,Counterparty 03515 Holdings,SG,medium,2025-09-13,0,4,"Grounded summary for CP-03515: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03516,Counterparty 03516 Holdings,US,low,2025-09-12,0,1,"Grounded summary for CP-03516: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03517,Counterparty 03517 Holdings,GB,critical,2025-09-11,0,2,"Grounded summary for CP-03517: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03518,Counterparty 03518 Holdings,KY,high,2025-09-10,0,3,"Grounded summary for CP-03518: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03519,Counterparty 03519 Holdings,DE,medium,2025-09-09,0,4,"Grounded summary for CP-03519: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03520,Counterparty 03520 Holdings,AE,low,2025-09-08,0,1,"Grounded summary for CP-03520: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03521,Counterparty 03521 Holdings,SG,critical,2025-09-07,0,2,"Grounded summary for CP-03521: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03522,Counterparty 03522 Holdings,US,high,2025-09-06,0,3,"Grounded summary for CP-03522: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03523,Counterparty 03523 Holdings,GB,medium,2025-09-05,0,4,"Grounded summary for CP-03523: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03524,Counterparty 03524 Holdings,KY,low,2025-09-04,0,1,"Grounded summary for CP-03524: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03525,Counterparty 03525 Holdings,DE,critical,2025-09-03,0,2,"Grounded summary for CP-03525: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03526,Counterparty 03526 Holdings,AE,high,2025-09-02,0,3,"Grounded summary for CP-03526: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03527,Counterparty 03527 Holdings,SG,medium,2025-09-01,0,4,"Grounded summary for CP-03527: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03528,Counterparty 03528 Holdings,US,low,2025-08-31,0,1,"Grounded summary for CP-03528: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03529,Counterparty 03529 Holdings,GB,critical,2025-08-30,0,2,"Grounded summary for CP-03529: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03530,Counterparty 03530 Holdings,KY,high,2025-08-29,0,3,"Grounded summary for CP-03530: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03531,Counterparty 03531 Holdings,DE,medium,2025-08-28,0,4,"Grounded summary for CP-03531: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03532,Counterparty 03532 Holdings,AE,low,2025-08-27,0,1,"Grounded summary for CP-03532: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03533,Counterparty 03533 Holdings,SG,critical,2025-08-26,0,2,"Grounded summary for CP-03533: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03534,Counterparty 03534 Holdings,US,high,2025-08-25,0,3,"Grounded summary for CP-03534: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03535,Counterparty 03535 Holdings,GB,medium,2025-08-24,0,4,"Grounded summary for CP-03535: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03536,Counterparty 03536 Holdings,KY,low,2025-08-23,0,1,"Grounded summary for CP-03536: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03537,Counterparty 03537 Holdings,DE,critical,2025-08-22,0,2,"Grounded summary for CP-03537: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03538,Counterparty 03538 Holdings,AE,high,2025-08-21,0,3,"Grounded summary for CP-03538: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03539,Counterparty 03539 Holdings,SG,medium,2025-08-20,0,4,"Grounded summary for CP-03539: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03540,Counterparty 03540 Holdings,US,low,2025-08-19,0,1,"Grounded summary for CP-03540: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03541,Counterparty 03541 Holdings,GB,critical,2025-08-18,0,2,"Grounded summary for CP-03541: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03542,Counterparty 03542 Holdings,KY,high,2025-08-17,0,3,"Grounded summary for CP-03542: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03543,Counterparty 03543 Holdings,DE,medium,2025-08-16,0,4,"Grounded summary for CP-03543: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03544,Counterparty 03544 Holdings,AE,low,2025-08-15,0,1,"Grounded summary for CP-03544: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03545,Counterparty 03545 Holdings,SG,critical,2025-08-14,0,2,"Grounded summary for CP-03545: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03546,Counterparty 03546 Holdings,US,high,2025-08-13,0,3,"Grounded summary for CP-03546: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03547,Counterparty 03547 Holdings,GB,medium,2025-08-12,0,4,"Grounded summary for CP-03547: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03548,Counterparty 03548 Holdings,KY,low,2025-08-11,0,1,"Grounded summary for CP-03548: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03549,Counterparty 03549 Holdings,DE,critical,2025-08-10,0,2,"Grounded summary for CP-03549: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03550,Counterparty 03550 Holdings,AE,high,2025-08-09,0,3,"Grounded summary for CP-03550: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03551,Counterparty 03551 Holdings,SG,medium,2025-08-08,0,4,"Grounded summary for CP-03551: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03552,Counterparty 03552 Holdings,US,low,2025-08-07,0,1,"Grounded summary for CP-03552: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03553,Counterparty 03553 Holdings,GB,critical,2025-08-06,0,2,"Grounded summary for CP-03553: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03554,Counterparty 03554 Holdings,KY,high,2025-08-05,0,3,"Grounded summary for CP-03554: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03555,Counterparty 03555 Holdings,DE,medium,2025-08-04,0,4,"Grounded summary for CP-03555: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03556,Counterparty 03556 Holdings,AE,low,2025-08-03,0,1,"Grounded summary for CP-03556: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03557,Counterparty 03557 Holdings,SG,critical,2025-08-02,0,2,"Grounded summary for CP-03557: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03558,Counterparty 03558 Holdings,US,high,2025-08-01,0,3,"Grounded summary for CP-03558: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03559,Counterparty 03559 Holdings,GB,medium,2025-07-31,0,4,"Grounded summary for CP-03559: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03560,Counterparty 03560 Holdings,KY,low,2025-07-30,0,1,"Grounded summary for CP-03560: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03561,Counterparty 03561 Holdings,DE,critical,2025-07-29,0,2,"Grounded summary for CP-03561: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03562,Counterparty 03562 Holdings,AE,high,2025-07-28,0,3,"Grounded summary for CP-03562: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03563,Counterparty 03563 Holdings,SG,medium,2025-07-27,0,4,"Grounded summary for CP-03563: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03564,Counterparty 03564 Holdings,US,low,2025-07-26,0,1,"Grounded summary for CP-03564: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03565,Counterparty 03565 Holdings,GB,critical,2025-07-25,0,2,"Grounded summary for CP-03565: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03566,Counterparty 03566 Holdings,KY,high,2025-07-24,0,3,"Grounded summary for CP-03566: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03567,Counterparty 03567 Holdings,DE,medium,2025-07-23,0,4,"Grounded summary for CP-03567: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03568,Counterparty 03568 Holdings,AE,low,2025-07-22,0,1,"Grounded summary for CP-03568: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03569,Counterparty 03569 Holdings,SG,critical,2025-07-21,0,2,"Grounded summary for CP-03569: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03570,Counterparty 03570 Holdings,US,high,2025-07-20,0,3,"Grounded summary for CP-03570: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03571,Counterparty 03571 Holdings,GB,medium,2025-07-19,0,4,"Grounded summary for CP-03571: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03572,Counterparty 03572 Holdings,KY,low,2025-07-18,0,1,"Grounded summary for CP-03572: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03573,Counterparty 03573 Holdings,DE,critical,2025-07-17,0,2,"Grounded summary for CP-03573: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03574,Counterparty 03574 Holdings,AE,high,2025-07-16,0,3,"Grounded summary for CP-03574: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03575,Counterparty 03575 Holdings,SG,medium,2025-07-15,0,4,"Grounded summary for CP-03575: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03576,Counterparty 03576 Holdings,US,low,2025-07-14,0,1,"Grounded summary for CP-03576: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03577,Counterparty 03577 Holdings,GB,critical,2025-07-13,0,2,"Grounded summary for CP-03577: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03578,Counterparty 03578 Holdings,KY,high,2025-07-12,0,3,"Grounded summary for CP-03578: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03579,Counterparty 03579 Holdings,DE,medium,2025-07-11,0,4,"Grounded summary for CP-03579: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03580,Counterparty 03580 Holdings,AE,low,2025-07-10,0,1,"Grounded summary for CP-03580: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03581,Counterparty 03581 Holdings,SG,critical,2025-07-09,0,2,"Grounded summary for CP-03581: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03582,Counterparty 03582 Holdings,US,high,2025-07-08,0,3,"Grounded summary for CP-03582: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03583,Counterparty 03583 Holdings,GB,medium,2025-07-07,0,4,"Grounded summary for CP-03583: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03584,Counterparty 03584 Holdings,KY,low,2025-07-06,0,1,"Grounded summary for CP-03584: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03585,Counterparty 03585 Holdings,DE,critical,2025-07-05,0,2,"Grounded summary for CP-03585: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03586,Counterparty 03586 Holdings,AE,high,2025-07-04,0,3,"Grounded summary for CP-03586: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03587,Counterparty 03587 Holdings,SG,medium,2025-07-03,0,4,"Grounded summary for CP-03587: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03588,Counterparty 03588 Holdings,US,low,2025-07-02,0,1,"Grounded summary for CP-03588: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03589,Counterparty 03589 Holdings,GB,critical,2025-07-01,0,2,"Grounded summary for CP-03589: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03590,Counterparty 03590 Holdings,KY,high,2025-06-30,0,3,"Grounded summary for CP-03590: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03591,Counterparty 03591 Holdings,DE,medium,2025-06-29,0,4,"Grounded summary for CP-03591: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03592,Counterparty 03592 Holdings,AE,low,2025-06-28,0,1,"Grounded summary for CP-03592: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03593,Counterparty 03593 Holdings,SG,critical,2025-06-27,0,2,"Grounded summary for CP-03593: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03594,Counterparty 03594 Holdings,US,high,2025-06-26,0,3,"Grounded summary for CP-03594: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03595,Counterparty 03595 Holdings,GB,medium,2025-06-25,0,4,"Grounded summary for CP-03595: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03596,Counterparty 03596 Holdings,KY,low,2025-06-24,0,1,"Grounded summary for CP-03596: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03597,Counterparty 03597 Holdings,DE,critical,2025-06-23,0,2,"Grounded summary for CP-03597: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03598,Counterparty 03598 Holdings,AE,high,2025-06-22,0,3,"Grounded summary for CP-03598: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03599,Counterparty 03599 Holdings,SG,medium,2025-06-21,0,4,"Grounded summary for CP-03599: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03600,Counterparty 03600 Holdings,US,low,2025-06-20,0,1,"Grounded summary for CP-03600: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03601,Counterparty 03601 Holdings,GB,critical,2025-06-19,0,2,"Grounded summary for CP-03601: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03602,Counterparty 03602 Holdings,KY,high,2025-06-18,0,3,"Grounded summary for CP-03602: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03603,Counterparty 03603 Holdings,DE,medium,2025-06-17,0,4,"Grounded summary for CP-03603: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03604,Counterparty 03604 Holdings,AE,low,2025-06-16,0,1,"Grounded summary for CP-03604: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03605,Counterparty 03605 Holdings,SG,critical,2025-06-15,0,2,"Grounded summary for CP-03605: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03606,Counterparty 03606 Holdings,US,high,2025-06-14,0,3,"Grounded summary for CP-03606: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03607,Counterparty 03607 Holdings,GB,medium,2025-06-13,0,4,"Grounded summary for CP-03607: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03608,Counterparty 03608 Holdings,KY,low,2025-06-12,0,1,"Grounded summary for CP-03608: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03609,Counterparty 03609 Holdings,DE,critical,2025-06-11,0,2,"Grounded summary for CP-03609: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03610,Counterparty 03610 Holdings,AE,high,2025-06-10,0,3,"Grounded summary for CP-03610: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03611,Counterparty 03611 Holdings,SG,medium,2025-06-09,0,4,"Grounded summary for CP-03611: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03612,Counterparty 03612 Holdings,US,low,2025-06-08,0,1,"Grounded summary for CP-03612: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03613,Counterparty 03613 Holdings,GB,critical,2025-06-07,0,2,"Grounded summary for CP-03613: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03614,Counterparty 03614 Holdings,KY,high,2025-06-06,0,3,"Grounded summary for CP-03614: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03615,Counterparty 03615 Holdings,DE,medium,2025-06-05,0,4,"Grounded summary for CP-03615: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03616,Counterparty 03616 Holdings,AE,low,2025-06-04,0,1,"Grounded summary for CP-03616: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03617,Counterparty 03617 Holdings,SG,critical,2025-06-03,0,2,"Grounded summary for CP-03617: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03618,Counterparty 03618 Holdings,US,high,2025-06-02,0,3,"Grounded summary for CP-03618: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03619,Counterparty 03619 Holdings,GB,medium,2025-06-01,0,4,"Grounded summary for CP-03619: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03620,Counterparty 03620 Holdings,KY,low,2025-05-31,0,1,"Grounded summary for CP-03620: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03621,Counterparty 03621 Holdings,DE,critical,2025-05-30,0,2,"Grounded summary for CP-03621: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03622,Counterparty 03622 Holdings,AE,high,2025-05-29,0,3,"Grounded summary for CP-03622: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03623,Counterparty 03623 Holdings,SG,medium,2025-05-28,0,4,"Grounded summary for CP-03623: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03624,Counterparty 03624 Holdings,US,low,2025-05-27,0,1,"Grounded summary for CP-03624: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03625,Counterparty 03625 Holdings,GB,critical,2025-05-26,0,2,"Grounded summary for CP-03625: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03626,Counterparty 03626 Holdings,KY,high,2025-05-25,0,3,"Grounded summary for CP-03626: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03627,Counterparty 03627 Holdings,DE,medium,2025-05-24,0,4,"Grounded summary for CP-03627: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03628,Counterparty 03628 Holdings,AE,low,2025-05-23,0,1,"Grounded summary for CP-03628: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03629,Counterparty 03629 Holdings,SG,critical,2025-05-22,0,2,"Grounded summary for CP-03629: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03630,Counterparty 03630 Holdings,US,high,2025-05-21,0,3,"Grounded summary for CP-03630: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03631,Counterparty 03631 Holdings,GB,medium,2025-05-20,0,4,"Grounded summary for CP-03631: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03632,Counterparty 03632 Holdings,KY,low,2025-05-19,0,1,"Grounded summary for CP-03632: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03633,Counterparty 03633 Holdings,DE,critical,2025-05-18,0,2,"Grounded summary for CP-03633: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03634,Counterparty 03634 Holdings,AE,high,2025-05-17,0,3,"Grounded summary for CP-03634: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03635,Counterparty 03635 Holdings,SG,medium,2025-05-16,0,4,"Grounded summary for CP-03635: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03636,Counterparty 03636 Holdings,US,low,2025-05-15,0,1,"Grounded summary for CP-03636: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03637,Counterparty 03637 Holdings,GB,critical,2025-05-14,0,2,"Grounded summary for CP-03637: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03638,Counterparty 03638 Holdings,KY,high,2025-05-13,0,3,"Grounded summary for CP-03638: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03639,Counterparty 03639 Holdings,DE,medium,2025-05-12,0,4,"Grounded summary for CP-03639: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03640,Counterparty 03640 Holdings,AE,low,2025-05-11,0,1,"Grounded summary for CP-03640: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03641,Counterparty 03641 Holdings,SG,critical,2025-05-10,0,2,"Grounded summary for CP-03641: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03642,Counterparty 03642 Holdings,US,high,2025-05-09,0,3,"Grounded summary for CP-03642: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03643,Counterparty 03643 Holdings,GB,medium,2025-05-08,0,4,"Grounded summary for CP-03643: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03644,Counterparty 03644 Holdings,KY,low,2025-05-07,0,1,"Grounded summary for CP-03644: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03645,Counterparty 03645 Holdings,DE,critical,2025-05-06,0,2,"Grounded summary for CP-03645: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03646,Counterparty 03646 Holdings,AE,high,2025-05-05,0,3,"Grounded summary for CP-03646: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03647,Counterparty 03647 Holdings,SG,medium,2025-05-04,0,4,"Grounded summary for CP-03647: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03648,Counterparty 03648 Holdings,US,low,2025-05-03,0,1,"Grounded summary for CP-03648: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03649,Counterparty 03649 Holdings,GB,critical,2025-05-02,0,2,"Grounded summary for CP-03649: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03650,Counterparty 03650 Holdings,KY,high,2026-05-01,0,3,"Grounded summary for CP-03650: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-03651,Counterparty 03651 Holdings,DE,medium,2026-04-30,0,4,"Grounded summary for CP-03651: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-03652,Counterparty 03652 Holdings,AE,low,2026-04-29,0,1,"Grounded summary for CP-03652: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-03653,Counterparty 03653 Holdings,SG,critical,2026-04-28,0,2,"Grounded summary for CP-03653: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-03654,Counterparty 03654 Holdings,US,high,2026-04-27,0,3,"Grounded summary for CP-03654: jurisdictional exposure, UBO depth 3, sanctions hits 0."
